compound_id	chemical_description	analysis_platform	refractive_index	molar_mass	superpathway	subpathway	pubchem_id	cas_number	kegg_id	hmdb_id
32401	trigonelline (N'-methylnicotinate)	LC/MS Pos Early	1388	138.055	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	5570	535-83-1	C01004	HMDB00875
40406	trimethylamine N-oxide	LC/MS Pos Early	2100	76.0757	Lipid	Phospholipid Metabolism	1145	1184-78-7	C01104	HMDB00925
20710	trizma acetate	LC/MS Pos Early	1884	122.0812	Xenobiotics	Chemical	6503	6850-28-8	C07182	
6104	tryptamine	LC/MS Pos Early	3062	161.1073	Amino Acid	Tryptophan Metabolism	1150	61-54-1	C00398	HMDB00303
54	tryptophan	LC/MS Pos Early	2986	205.0972	Amino Acid	Tryptophan Metabolism	6305	73-22-3	C00078	HMDB00929
37097	tryptophan betaine	LC/MS Pos Early	2673	247.1441	Amino Acid	Tryptophan Metabolism	442106	20671-76-5	C09213	HMDB61115
43028	tryptophylglycine	LC/MS Pos Early	2930	262.1186	Peptide	Dipeptide	263471	7360-09-0		HMDB29083
1603	tyramine	LC/MS Pos Early	2540	138.0913	Amino Acid	Tyrosine Metabolism	5610	60-19-5	C00483	HMDB00306
48408	tyramine O-sulfate	LC/MS Neg	1565	216.0336	Amino Acid	Tyrosine Metabolism	153005	30223-92-8		HMDB06409
1299	tyrosine	LC/MS Pos Early	2430	182.0812	Amino Acid	Tyrosine Metabolism	6057	60-18-4	C00082	HMDB00158
41515	tyrosol	LC/MS Neg	2716	137.0608	Amino Acid	Tyrosine Metabolism	10393	501-94-0	C06044	HMDB04284
41375	tyrosylglycine	LC/MS Neg	1635	237.0881	Peptide	Dipeptide	259323	673-05-5		HMDB29105
42395	undecanedioate (C11-DC)	LC/MS Neg	2440	215.1289	Lipid	Fatty Acid, Dicarboxylate	15816	1852-04-6		HMDB00888
12067	undecanoate (11:0)	LC/MS Neg	5219.2	185.1547	Lipid	Medium Chain Fatty Acid	8180	334-48-5	C17715	HMDB00947
605	uracil	LC/MS Neg	1086	111.02	Nucleotide	Pyrimidine Metabolism, Uracil containing	1174	66-22-8	C00106	HMDB00300
1604	urate	LC/MS Neg	757.1	167.0211	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	1175	69-93-2;120K5305	C00366	HMDB00289
1670	urea	LC/MS Pos Early	700	121.072	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1176	57-13-6	C00086	HMDB00294
606	uridine	LC/MS Neg	1457.6	243.0623	Nucleotide	Pyrimidine Metabolism, Uracil containing	6029	58-96-8	C00299	HMDB00296
37137	uridine-2',3'-cyclic monophosphate	LC/MS Neg	1090	305.018	Nucleotide	Pyrimidine Metabolism, Uracil containing	439715	40632-52-8	C02355	HMDB11640
57787	Urolithin A	LC/MS Neg	4107	227.035	Xenobiotics	Bacterial/Fungal	5488186	1143-70-0		HMDB13695
57764	Urolithin B	LC/MS Neg	4739	211.0401	Xenobiotics	Bacterial/Fungal	5380406	1139-83-9		HMDB13696
57573	ursocholate	LC/MS Neg	4648	407.2803	Lipid	Secondary Bile Acid Metabolism		2955-27-3		
1605	ursodeoxycholate	LC/MS Neg	5055	391.2854	Lipid	Secondary Bile Acid Metabolism	31401	128-13-2	C07880	HMDB00946
52970	ursodeoxycholate sulfate (1)	LC/MS Neg	4328	235.1175	Lipid	Secondary Bile Acid Metabolism				
33443	valerate (5:0)	LC/MS Neg	1718	101.0608	Lipid	Short Chain Fatty Acid	7991	109-52-4	C00803	HMDB00892
44577	valerylphenylalanine	LC/MS Neg	4176	248.1292	Amino Acid	Phenylalanine Metabolism	13890536			
61693	valeryltryptophan*	LC/MS Neg	4007	287.1401	Amino Acid	Tryptophan Metabolism	20116239			
1649	valine	LC/MS Pos Early	2479	118.0863	Amino Acid	Leucine, Isoleucine and Valine Metabolism	6287	72-18-4	C00183	HMDB00883
42079	valylglutamine	LC/MS Pos Early	2295	246.1448	Peptide	Dipeptide	5253209	42854-54-6		HMDB29125
40475	valylglycine	LC/MS Pos Early	2444	175.1077	Peptide	Dipeptide	136487	686-43-1		HMDB29127
39994	valylleucine	LC/MS Pos Early	3138	231.1703	Peptide	Dipeptide	352039	22906-55-4		HMDB29131
39798	vancomycin	LC/MS Neg	3004	722.7078	Xenobiotics	Drug - Antibiotic	14969	123409-00-7		
54910	vanillactate	LC/MS Neg	1625	211.0612	Amino Acid	Tyrosine Metabolism	160637	2475-56-1		HMDB00913
35639	vanillate	LC/MS Neg	1100	167.035	Xenobiotics	Food Component/Plant	8468	121-34-6	C06672	HMDB00484
48733	vanillic alcohol sulfate	LC/MS Neg	1808	233.0125	Amino Acid	Tyrosine Metabolism		754920-02-0		
37132	verbascose	LC/MS Neg	935	827.2674	Carbohydrate	Disaccharides and Oligosaccharides	441434	546-62-3	C08252	
3147	xanthine	LC/MS Pos Early	1032	153.0407	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	1188	69-89-6	C00385	HMDB00292
15136	xanthosine	LC/MS Neg	1075	283.0684	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	64959	146-80-5	C01762	HMDB00299
15679	xanthurenate	LC/MS Neg	1476	204.0302	Amino Acid	Tryptophan Metabolism	5699	59-007	C02470	HMDB00881
57517	ximenoylcarnitine (C26:1)*	LC/MS Pos Late	1607	538.483	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)				
15581	xylose	LC/MS Polar	1727	195.051	Carbohydrate	Pentose Metabolism	135191	609-06-3	C00181	HMDB00098
